
Project:     EXP18_Haarlem_02_RTK_Ijmu_kadaster
Program:     Inertial Explorer Version 8.70.6404
Profile:     David_Format_ECEF_Velocity
Source:      GNSS/INS Epochs(Smoothed TC Combined)
SolFile:      C:\ESA\EXP Field Test Campaign 2018\EXP18_Haarlem_02\Inertial Explorer\EXP18_Haarlem_02_RTK_Ijmu_kadaster.cts
ProcessInfo: EXP18_Haarlem_02_RTK_Ijmu_kadaster by Unknown on 10/3/2018 at 17:04:48

Datum:       WGS84
Master 1:    Name IJMU, Status ENABLED
             Antenna height 0.000 m, to ARP [LEIAR25.R4(LEIT)]
             Lat, Lon, El Hgt 52 27 43.12746, 4 33 21.81838, 55.502 m [WGS84, N/A]
Remote:      Antenna height 0.000 m, to L1PC [NAX3G+C(NONE)]
IMU to GNSS Antenna Lever Arms:
             x=0.183, y=1.447, z=1.851 m (x-right, y-fwd, z-up)
Body to Sensor Rotations:
             xRot=0.000, yRot=0.000, zRot=0.000 degrees (Rotate IMU into Vehicle Frame)
IMU->Secondary Sensor Lever Arms: 
            x=0.183, y=1.447, z=1.851 m (x-right, y-fwd, z-up, IMU->SENSOR)

      Week,  GPSTime,      X-ECEF,      Y-ECEF,      Z-ECEF,  VX-ECEF,  VY-ECEF,  VZ-ECEF
   (weeks),    (sec),         (m),         (m),         (m),    (m/s),    (m/s),    (m/s)
      2018, 299676.0, 3904165.193,  301791.522, 5017768.678,   -0.000,   -0.001,   -0.000
      2018, 299677.0, 3904165.192,  301791.522, 5017768.678,   -0.002,    0.001,    0.001
      2018, 299678.0, 3904165.193,  301791.522, 5017768.678,   -0.001,   -0.000,    0.000
      2018, 299679.0, 3904165.193,  301791.522, 5017768.678,   -0.000,    0.001,    0.000
      2018, 299680.0, 3904165.193,  301791.522, 5017768.678,   -0.000,    0.002,    0.001
      2018, 299681.0, 3904165.193,  301791.522, 5017768.678,    0.000,    0.001,    0.000
      2018, 299682.0, 3904165.193,  301791.522, 5017768.677,   -0.001,   -0.000,   -0.000
      2018, 299683.0, 3904165.193,  301791.522, 5017768.678,   -0.000,    0.002,    0.001
      2018, 299684.0, 3904165.193,  301791.522, 5017768.678,    0.000,    0.000,   -0.000
      2018, 299685.0, 3904165.193,  301791.522, 5017768.678,   -0.002,    0.001,    0.002
      2018, 299686.0, 3904165.193,  301791.522, 5017768.677,    0.001,   -0.001,   -0.000
      2018, 299687.0, 3904165.193,  301791.522, 5017768.678,   -0.001,   -0.001,    0.000
      2018, 299688.0, 3904165.193,  301791.522, 5017768.678,   -0.001,   -0.002,    0.000
      2018, 299689.0, 3904165.193,  301791.522, 5017768.678,   -0.001,   -0.003,   -0.000
      2018, 299690.0, 3904165.193,  301791.522, 5017768.678,   -0.000,   -0.000,    0.000
      2018, 299691.0, 3904165.193,  301791.522, 5017768.678,   -0.003,    0.000,    0.001
      2018, 299692.0, 3904165.193,  301791.522, 5017768.678,   -0.002,    0.000,    0.001
      2018, 299693.0, 3904165.193,  301791.522, 5017768.678,    0.002,   -0.003,   -0.001
      2018, 299694.0, 3904165.193,  301791.522, 5017768.678,   -0.001,    0.000,    0.000
      2018, 299695.0, 3904165.193,  301791.522, 5017768.677,    0.004,    0.000,   -0.000
      2018, 299696.0, 3904165.193,  301791.522, 5017768.677,   -0.001,   -0.001,   -0.000
      2018, 299697.0, 3904165.193,  301791.522, 5017768.677,   -0.002,    0.001,    0.000
      2018, 299698.0, 3904165.193,  301791.522, 5017768.677,   -0.000,    0.002,    0.001
      2018, 299699.0, 3904165.193,  301791.522, 5017768.677,    0.000,    0.000,   -0.001
      2018, 299700.0, 3904165.193,  301791.522, 5017768.677,    0.001,   -0.001,   -0.001
      2018, 299701.0, 3904165.193,  301791.522, 5017768.678,   -0.001,    0.001,    0.000
      2018, 299702.0, 3904165.193,  301791.522, 5017768.677,   -0.001,    0.001,    0.000
      2018, 299703.0, 3904165.193,  301791.522, 5017768.677,   -0.002,   -0.003,   -0.001
      2018, 299704.0, 3904165.193,  301791.522, 5017768.677,    0.002,   -0.000,   -0.000
      2018, 299705.0, 3904165.193,  301791.522, 5017768.677,   -0.000,   -0.001,   -0.001
      2018, 299706.0, 3904165.193,  301791.522, 5017768.677,   -0.000,    0.002,    0.001
      2018, 299707.0, 3904165.193,  301791.522, 5017768.677,   -0.000,    0.000,    0.000
      2018, 299708.0, 3904165.193,  301791.522, 5017768.677,   -0.000,   -0.000,   -0.000
      2018, 299709.0, 3904165.193,  301791.522, 5017768.677,   -0.000,    0.002,    0.001
      2018, 299710.0, 3904165.193,  301791.522, 5017768.677,    0.000,    0.001,    0.000
      2018, 299711.0, 3904165.193,  301791.522, 5017768.677,   -0.001,    0.001,    0.001
      2018, 299712.0, 3904165.194,  301791.521, 5017768.677,   -0.000,   -0.000,   -0.000
      2018, 299713.0, 3904165.193,  301791.522, 5017768.677,    0.000,    0.007,   -0.003
      2018, 299714.0, 3904165.194,  301791.521, 5017768.677,   -0.002,    0.002,    0.001
      2018, 299715.0, 3904165.194,  301791.521, 5017768.677,   -0.001,   -0.001,    0.000
      2018, 299716.0, 3904165.194,  301791.521, 5017768.677,    0.001,   -0.001,   -0.001
      2018, 299717.0, 3904165.194,  301791.521, 5017768.677,    0.001,    0.000,    0.000
      2018, 299718.0, 3904165.194,  301791.521, 5017768.677,    0.000,   -0.001,   -0.000
      2018, 299719.0, 3904165.194,  301791.521, 5017768.677,    0.000,   -0.001,    0.000
      2018, 299720.0, 3904165.194,  301791.521, 5017768.677,    0.002,    0.001,    0.001
      2018, 299721.0, 3904165.194,  301791.522, 5017768.677,    0.001,   -0.001,   -0.000
      2018, 299722.0, 3904165.193,  301791.522, 5017768.677,    0.001,   -0.002,   -0.001
      2018, 299723.0, 3904165.193,  301791.522, 5017768.677,    0.001,   -0.001,   -0.000
      2018, 299724.0, 3904165.193,  301791.522, 5017768.677,    0.002,    0.000,   -0.001
      2018, 299725.0, 3904165.193,  301791.522, 5017768.677,    0.003,    0.000,   -0.001
      2018, 299726.0, 3904165.193,  301791.522, 5017768.677,    0.001,    0.000,   -0.000
      2018, 299727.0, 3904165.193,  301791.522, 5017768.677,    0.001,   -0.001,   -0.001
      2018, 299728.0, 3904165.193,  301791.522, 5017768.677,   -0.001,    0.000,    0.000
      2018, 299729.0, 3904165.193,  301791.522, 5017768.677,   -0.000,   -0.001,   -0.001
      2018, 299730.0, 3904165.193,  301791.522, 5017768.677,    0.001,   -0.000,   -0.001
      2018, 299731.0, 3904165.193,  301791.522, 5017768.677,    0.001,   -0.001,   -0.002
      2018, 299732.0, 3904165.193,  301791.522, 5017768.677,   -0.000,    0.000,   -0.001
      2018, 299733.0, 3904165.193,  301791.522, 5017768.677,    0.001,   -0.001,   -0.001
      2018, 299734.0, 3904165.193,  301791.522, 5017768.677,   -0.001,    0.000,   -0.000
      2018, 299735.0, 3904165.193,  301791.521, 5017768.677,    0.002,   -0.002,   -0.002
      2018, 299736.0, 3904165.193,  301791.521, 5017768.677,    0.009,   -0.002,   -0.007
      2018, 299737.0, 3904165.194,  301791.522, 5017768.677,   -0.006,    0.005,    0.002
      2018, 299738.0, 3904165.193,  301791.522, 5017768.678,    0.000,    0.000,    0.000
      2018, 299739.0, 3904165.193,  301791.522, 5017768.678,   -0.000,   -0.002,   -0.001
      2018, 299740.0, 3904165.193,  301791.522, 5017768.678,   -0.004,    0.002,    0.000
      2018, 299741.0, 3904165.193,  301791.521, 5017768.677,   -0.002,    0.004,    0.001
      2018, 299742.0, 3904165.193,  301791.521, 5017768.677,    0.001,   -0.000,   -0.001
      2018, 299743.0, 3904165.194,  301791.521, 5017768.677,   -0.001,    0.001,    0.000
      2018, 299744.0, 3904165.194,  301791.521, 5017768.677,   -0.001,   -0.000,   -0.001
      2018, 299745.0, 3904165.194,  301791.521, 5017768.677,    0.001,    0.002,   -0.000
      2018, 299746.0, 3904165.193,  301791.521, 5017768.677,   -0.001,    0.000,   -0.000
      2018, 299747.0, 3904165.194,  301791.521, 5017768.677,   -0.001,   -0.000,   -0.000
      2018, 299748.0, 3904165.193,  301791.521, 5017768.677,    0.002,   -0.001,   -0.001
      2018, 299749.0, 3904165.193,  301791.521, 5017768.677,   -0.001,    0.000,    0.000
      2018, 299750.0, 3904165.194,  301791.521, 5017768.677,   -0.001,   -0.001,   -0.000
      2018, 299751.0, 3904165.193,  301791.521, 5017768.677,    0.000,   -0.001,   -0.001
      2018, 299752.0, 3904165.193,  301791.521, 5017768.677,    0.001,   -0.002,   -0.001
      2018, 299753.0, 3904165.193,  301791.521, 5017768.677,    0.001,   -0.000,   -0.001
      2018, 299754.0, 3904165.193,  301791.521, 5017768.677,    0.001,   -0.001,   -0.001
      2018, 299755.0, 3904165.193,  301791.521, 5017768.677,    0.000,   -0.003,   -0.001
      2018, 299756.0, 3904165.194,  301791.521, 5017768.677,   -0.001,   -0.002,    0.000
      2018, 299757.0, 3904165.193,  301791.521, 5017768.677,   -0.001,   -0.002,    0.000
      2018, 299758.0, 3904165.194,  301791.521, 5017768.677,   -0.001,   -0.000,    0.001
      2018, 299759.0, 3904165.194,  301791.521, 5017768.677,   -0.002,   -0.002,    0.000
      2018, 299760.0, 3904165.194,  301791.521, 5017768.677,   -0.001,   -0.001,    0.000
      2018, 299761.0, 3904165.193,  301791.522, 5017768.677,    0.000,   -0.002,   -0.000
      2018, 299762.0, 3904165.194,  301791.521, 5017768.677,   -0.002,   -0.001,    0.001
      2018, 299763.0, 3904165.194,  301791.521, 5017768.677,    0.002,    0.000,   -0.000
      2018, 299764.0, 3904165.194,  301791.521, 5017768.677,   -0.001,   -0.001,   -0.001
      2018, 299765.0, 3904165.194,  301791.521, 5017768.677,   -0.001,    0.001,   -0.000
      2018, 299766.0, 3904165.194,  301791.521, 5017768.677,   -0.001,   -0.000,   -0.001
